datetime,field1,field2,field3,field4,field5,field6
2017-04-07 17:23:03,0.5,18,24,32,77.5661365,12.9628486
2017-04-07 17:27:09,0.52,19,24,32,77.55936899999999,12.9612672
2017-04-07 17:33:13,0.52,19,24,32,77.55452659999999,12.9580992
2017-04-07 17:38:25,0.52,19,24,32,77.5509062,12.9570246
2017-04-07 17:43:57,0.54,21,24,32,77.5449995,12.9553032
2017-04-07 17:48:15,0.53,21,24,32,77.54220500000001,12.9532787
2017-04-07 17:52:46,0.5,21,24,32,77.5413618,12.952620399999999
2017-04-07 17:56:51,0.5,20,24,32,77.536201,12.953660300000001
2017-04-07 18:02:25,0.47,22,24,32,77.5340167,12.9540038
2017-04-07 18:06:46,0.47,22,25,32,77.5282008,12.9552704
2017-04-07 18:10:07,0.44,22,25,32,77.5292677,12.9605478
2017-04-07 18:15:36,0.44,22,25,32,77.52901261840896,12.960662590435696
2017-04-07 18:21:43,0.38,22,26,32,77.52901261840896,12.960662590435696
2017-04-07 18:26:11,0.38,24,29,32,77.52901261840896,12.960662590435696
2017-04-07 18:32:44,0.41,27,29,32,77.52901261840896,12.960662590435696
2017-04-07 18:37:25,0.43,27,30,32,77.5288391,12.960763499999999
2017-04-07 18:42:54,0.46,27,32,32,77.5277894,12.9549119
2017-04-07 18:46:24,0.47,27,34,32,77.5273071,12.952544999999999
2017-04-07 18:53:10,0.5,27,35,32,77.5268696,12.949817999999999
2017-04-07 18:58:01,0.44,27,35,32,77.52668409999998,12.948322099999999
2017-04-08 08:07:15,0.5,27,66,29,77.52739509999999,12.945777099999999
2017-04-08 08:11:19,0.55,27,66,29,77.5365386,12.935068
2017-04-08 08:14:23,0.55,27,64,29,77.53439940000001,12.9340606
2017-04-08 08:18:44,0.58,27,64,29,77.53439940000001,12.9340606
2017-04-08 08:23:02,0.6,27,63,29,77.53585369999998,12.9331591
2017-04-08 08:29:06,0.64,25,61,29,77.53585369999998,12.9331591
2017-04-08 08:33:19,0.69,24,61,29,77.5370419,12.9335261
2017-04-08 08:38:22,0.69,22,59,29,77.5415656,12.932288
2017-04-08 08:43:44,0.69,22,57,29,77.5455963,12.9311585
2017-04-08 08:48:57,0.58,20,57,29,77.53668359999999,12.9342149
2017-04-08 08:54:02,0.55,16,56,29,77.6208559,12.927313999999999
2017-04-08 08:59:34,0.51,15,56,29,77.6215273,12.9273019
2017-04-08 09:04:28,0.5,15,56,29,77.6215535,12.927409800000001
2017-04-08 09:08:56,0.51,15,56,29,77.62162140000001,12.926589
2017-04-08 09:14:07,0.51,15,55,29,77.6214825,12.9274323
2017-04-08 09:19:35,0.51,15,53,29,77.6215464,12.9288756
2017-04-08 09:24:45,0.47,15,51,29,77.6223775,12.9304763
2017-04-08 09:28:37,0.47,18,51,29,77.6225119,12.9312178
2017-04-08 09:33:20,0.47,20,51,29,77.6241336,12.935066699999998
2017-04-08 09:38:12,0.43,23,50,29,77.62416479999999,12.935111099999999
2017-04-08 09:44:43,0.4,23,49,29,77.626099,12.936701300000001
2017-04-08 09:49:23,0.4,23,48,29,77.6281139,12.9359064
2017-04-08 09:53:56,0.4,23,49,29,77.6333144,12.929896699999999
2017-04-08 09:59:01,0.4,23,49,29,77.63748709999999,12.925148
2017-04-08 10:05:49,0.4,24,49,29,77.64011500000001,12.923829099999999
2017-04-08 13:15:05,0.5,19,24,35,77.6458307,12.9245381
2017-04-08 13:19:21,0.5,20,23,35,77.652599,12.9242673
2017-04-08 13:23:05,0.5,20,22,35,77.6564075,12.923387
2017-04-08 13:30:33,0.5,20,22,35,77.6608443,12.921877
2017-04-08 13:35:14,0.47,20,22,35,77.6617824,12.9216405
2017-04-08 13:39:43,0.43,16,22,35,77.6623187,12.921501800000001
2017-04-08 13:44:76,0.4,16,22,35,77.6630196,12.921303199999999
2017-04-08 13:48:02,0.4,16,21,35,77.66337109999999,12.9212221
2017-04-08 13:52:54,0.39,16,20,35,77.66516159999999,12.9208757
2017-04-08 13:55:30,0.39,16,21,35,77.6681559,12.922248
2017-04-08 14:00:32,0.36,16,19,35,77.6705315,12.9233966
2017-04-08 14:04:40,0.36,16,19,35,77.67103399812622,12.923647343820093
2017-04-08 14:09:23,0.33,16,19,35,77.67103399812622,12.923647343820093
2017-04-08 14:13:56,0.3,16,19,35,77.67103399812622,12.923647343820093
2017-04-08 14:19:01,0.3,16,18,35,77.67103399812622,12.923647343820093
2017-04-08 14:23:23,0.3,18,19,35,77.67156640000002,12.923847300000002
2017-04-08 14:28:11,0.3,17,19,35,77.6724427,12.9242174
2017-04-08 14:33:32,0.29,17,17,35,77.6734438,12.9246415
2017-04-08 14:38:10,0.27,17,18,35,77.67357779999999,12.9247681
2017-04-08 14:42:28,0.27,17,17,35,77.673716,12.9247294
2017-04-08 14:48:35,0.27,17,17,35,77.6752689,12.925505900000001
2017-04-08 14:53:44,0.25,17,17,35,77.67610429999999,12.926099
2017-04-08 16:56:13,0.5,17,16,31,77.677769,12.9267541
2017-04-08 17:01:04,0.53,17,16,31,77.68124990000001,12.928618400000001
2017-04-08 17:06:34,0.53,17,16,31,77.682916,12.929225500000001
2017-04-08 17:11:15,0.53,17,17,31,77.6898324,12.9342931
2017-04-08 17:17:40,0.53,17,18,31,77.69265290000001,12.936999
2017-04-08 17:23:03,0.57,17,17,31,77.69328320000001,12.9399169
2017-04-08 17:27:09,0.6,18,18,31,77.6880254,12.9389656
2017-04-08 17:33:13,0.6,18,18,31,77.6906574,12.9361709
2017-04-08 17:38:25,0.6,18,19,31,77.6910741,12.9399414
2017-04-08 17:43:57,0.64,18,19,31,77.6898243,12.9395269
2017-04-08 17:48:15,0.69,18,20,31,77.68971409999999,12.9400035
2017-04-08 17:52:46,0.7,18,20,31,77.6896146,12.9403939
2017-04-08 17:56:51,0.7,18,20,31,77.6902061,12.9406009
2017-04-08 18:02:25,0.7,19,21,31,77.6912348,12.9419302
2017-04-08 18:06:46,0.69,20,21,31,77.69111749999998,12.942037
2017-04-08 18:10:07,0.7,20,21,31,77.69111749999998,12.942037
2017-04-08 18:15:36,0.76,20,22,31,77.69111749999998,12.942037
2017-04-08 18:21:43,0.74,20,22,31,77.69111749999998,12.942037
2017-04-08 18:26:11,0.74,22,22,31,77.6891945,12.9427262
2017-04-08 18:32:44,0.74,22,22,31,77.6915534,12.941664999999999
2017-04-08 18:37:25,0.74,22,22,31,77.69035670000001,12.9409812
2017-04-08 18:42:54,0.74,22,22,31,77.6896712,12.940038699999999
2017-04-08 18:46:24,0.74,22,22,31,77.6896782,12.9396761
2017-04-08 18:53:10,0.74,22,23,31,77.6899824,12.9395748
2017-04-08 18:58:01,0.74,23,23,31,77.6896645,12.939410699999998
