created_at,entry_id,field1,field2,field3,field4,field5,field6
2017-04-07 12:26:51 UTC,974,0.5,20,24,32,77.536201,12.953660300000001
2017-04-07 12:32:25 UTC,975,0.47,22,24,32,77.5340167,12.9540038
2017-04-07 12:36:46 UTC,976,0.47,22,25,32,77.5282008,12.9552704
2017-04-07 12:40:07 UTC,977,0.44,22,25,32,77.5292677,12.9605478
2017-04-07 12:45:36 UTC,978,0.44,22,25,32,77.52901261840896,12.960662590435696
2017-04-07 12:51:43 UTC,979,0.38,22,26,32,77.52901261840896,12.960662590435696
2017-04-07 12:56:11 UTC,980,0.38,24,29,32,77.52901261840896,12.960662590435696
2017-04-07 13:02:44 UTC,981,0.41,27,29,32,77.52901261840896,12.960662590435696
2017-04-07 13:07:25 UTC,982,0.43,27,30,32,77.5288391,12.960763499999999
2017-04-07 13:12:54 UTC,983,0.46,27,32,32,77.5277894,12.9549119
2017-04-07 13:16:24 UTC,984,0.47,27,34,32,77.5273071,12.952544999999999
2017-04-07 13:23:10 UTC,985,0.5,27,35,32,77.5268696,12.949817999999999
2017-04-07 13:28:01 UTC,986,0.44,27,35,32,77.52668409999998,12.948322099999999
2017-04-08 02:37:15 UTC,987,0.5,27,66,29,77.52739509999999,12.945777099999999
2017-04-08 02:41:19 UTC,988,0.55,27,66,29,77.5365386,12.935068
2017-04-08 02:44:23 UTC,989,0.55,27,64,29,77.53439940000001,12.9340606
2017-04-08 02:48:44 UTC,990,0.58,27,64,29,77.53439940000001,12.9340606
2017-04-08 02:53:02 UTC,991,0.6,27,63,29,77.53585369999998,12.9331591
2017-04-08 02:59:06 UTC,992,0.64,25,61,29,77.53585369999998,12.9331591
2017-04-08 03:03:19 UTC,993,0.69,24,61,29,77.5370419,12.9335261
2017-04-08 03:08:22 UTC,994,0.69,22,59,29,77.5415656,12.932288
2017-04-08 03:13:44 UTC,995,0.69,22,57,29,77.5455963,12.9311585
2017-04-08 03:18:57 UTC,996,0.58,20,57,29,77.53668359999999,12.9342149
2017-04-08 03:24:02 UTC,997,0.55,16,56,29,77.6208559,12.927313999999999
2017-04-08 03:29:34 UTC,998,0.51,15,56,29,77.6215273,12.9273019
2017-04-08 03:34:28 UTC,999,0.5,15,56,29,77.6215535,12.927409800000001
2017-04-08 03:38:56 UTC,1000,0.51,15,56,29,77.62162140000001,12.926589
2017-04-08 03:44:07 UTC,1001,0.51,15,55,29,77.6214825,12.9274323
2017-04-08 03:49:35 UTC,1002,0.51,15,53,29,77.6215464,12.9288756
2017-04-08 03:54:45 UTC,1003,0.47,15,51,29,77.6223775,12.9304763
2017-04-08 03:58:37 UTC,1004,0.47,18,51,29,77.6225119,12.9312178
2017-04-08 04:03:20 UTC,1005,0.47,20,51,29,77.6241336,12.935066699999998
2017-04-08 04:08:12 UTC,1006,0.43,23,50,29,77.62416479999999,12.935111099999999
2017-04-08 04:14:43 UTC,1007,0.4,23,49,29,77.626099,12.936701300000001
2017-04-08 04:19:23 UTC,1008,0.4,23,48,29,77.6281139,12.9359064
2017-04-08 04:23:56 UTC,1009,0.4,23,49,29,77.6333144,12.929896699999999
2017-04-08 04:29:01 UTC,1010,0.4,23,49,29,77.63748709999999,12.925148
2017-04-08 04:35:49 UTC,1011,0.4,24,49,29,77.64011500000001,12.923829099999999
2017-04-08 07:45:05 UTC,1012,0.5,19,24,35,77.6458307,12.9245381
2017-04-08 07:49:21 UTC,1013,0.5,20,23,35,77.652599,12.9242673
2017-04-08 07:53:05 UTC,1014,0.5,20,22,35,77.6564075,12.923387
2017-04-08 08:00:33 UTC,1015,0.5,20,22,35,77.6608443,12.921877
2017-04-08 08:05:14 UTC,1016,0.47,20,22,35,77.6617824,12.9216405
2017-04-08 08:09:43 UTC,1017,0.43,16,22,35,77.6623187,12.921501800000001
2017-04-08 08:15:16 UTC,1018,0.4,16,22,35,77.6630196,12.921303199999999
2017-04-08 08:18:02 UTC,1019,0.4,16,21,35,77.66337109999999,12.9212221
2017-04-08 08:22:54 UTC,1020,0.39,16,20,35,77.66516159999999,12.9208757
2017-04-08 08:25:30 UTC,1021,0.39,16,21,35,77.6681559,12.922248
2017-04-08 08:30:32 UTC,1022,0.36,16,19,35,77.6705315,12.9233966
2017-04-08 08:34:40 UTC,1023,0.36,16,19,35,77.67103399812622,12.923647343820093
2017-04-08 08:39:23 UTC,1024,0.33,16,19,35,77.67103399812622,12.923647343820093
2017-04-08 08:43:56 UTC,1025,0.3,16,19,35,77.67103399812622,12.923647343820093
2017-04-08 08:49:01 UTC,1026,0.3,16,18,35,77.67103399812622,12.923647343820093
2017-04-08 08:53:23 UTC,1027,0.3,18,19,35,77.67156640000002,12.923847300000002
2017-04-08 08:58:11 UTC,1028,0.3,17,19,35,77.6724427,12.9242174
2017-04-08 09:03:32 UTC,1029,0.29,17,17,35,77.6734438,12.9246415
2017-04-08 09:08:10 UTC,1030,0.27,17,18,35,77.67357779999999,12.9247681
2017-04-08 09:12:28 UTC,1031,0.27,17,17,35,77.673716,12.9247294
2017-04-08 09:18:35 UTC,1032,0.27,17,17,35,77.6752689,12.925505900000001
2017-04-08 09:23:44 UTC,1033,0.25,17,17,35,77.67610429999999,12.926099
2017-04-08 11:26:13 UTC,1034,0.5,17,16,31,77.677769,12.9267541
2017-04-08 11:31:04 UTC,1035,0.53,17,16,31,77.68124990000001,12.928618400000001
2017-04-08 11:36:34 UTC,1036,0.53,17,16,31,77.682916,12.929225500000001
2017-04-08 11:41:15 UTC,1037,0.53,17,17,31,77.6898324,12.9342931
2017-04-08 11:47:40 UTC,1038,0.53,17,18,31,77.69265290000001,12.936999
2017-04-08 11:53:03 UTC,1039,0.57,17,17,31,77.69328320000001,12.9399169
2017-04-08 11:57:09 UTC,1040,0.6,18,18,31,77.6880254,12.9389656
2017-04-08 12:03:13 UTC,1041,0.6,18,18,31,77.6906574,12.9361709
2017-04-08 12:08:25 UTC,1042,0.6,18,19,31,77.6910741,12.9399414
2017-04-08 12:13:57 UTC,1043,0.64,18,19,31,77.6898243,12.9395269
2017-04-08 12:18:15 UTC,1044,0.69,18,20,31,77.68971409999999,12.9400035
2017-04-08 12:22:46 UTC,1045,0.7,18,20,31,77.6896146,12.9403939
2017-04-08 12:26:51 UTC,1046,0.7,18,20,31,77.6902061,12.9406009
2017-04-08 12:32:25 UTC,1047,0.7,19,21,31,77.6912348,12.9419302
2017-04-08 12:36:46 UTC,1048,0.69,20,21,31,77.69111749999998,12.942037
2017-04-08 12:40:07 UTC,1049,0.7,20,21,31,77.69111749999998,12.942037
2017-04-08 12:45:36 UTC,1050,0.76,20,22,31,77.69111749999998,12.942037
2017-04-08 12:51:43 UTC,1051,0.74,20,22,31,77.69111749999998,12.942037
2017-04-08 12:56:11 UTC,1052,0.74,22,22,31,77.6891945,12.9427262
2017-04-08 13:02:44 UTC,1053,0.74,22,22,31,77.6915534,12.941664999999999
2017-04-08 13:07:25 UTC,1054,0.74,22,22,31,77.69035670000001,12.9409812
2017-04-08 13:12:54 UTC,1055,0.74,22,22,31,77.6896712,12.940038699999999
2017-04-08 13:16:24 UTC,1056,0.74,22,22,31,77.6896782,12.9396761
2017-04-08 13:23:10 UTC,1057,0.74,22,23,31,77.6899824,12.9395748
2017-04-08 13:28:01 UTC,1058,0.74,23,23,31,77.6896645,12.939410699999998
